scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,30.0,1,9.73,,,"The canary shows increased variability with a higher standard deviation and significantly worse tail metrics compared to the control. The maximum value is also notably higher, indicating potential ins"
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,6.01,,,"The canary shows increased variability and higher maximum request durations compared to the control, indicating potential instability despite similar median values. The presence of significantly highe"
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.31,,,"Increased variance and higher p90/p95/p99/max values with a positive slope suggest the canary is unstable compared to the control, indicating potential issues that could affect performance under load."
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,3.21,,,"The canary exhibits higher variance and a poor tail compared to the control, suggesting instability and potential risk."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.11,,,Canary shows increased latency and instability compared to control.
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.81,,,"Canary shows significantly higher request durations with a max of 0.319 vs control's 0.217, wider spread, and worse p95/p99 values."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,1,16.01,,,"The canary shows increased variance and higher upper quantiles compared to control, indicating potential instability. While the mean is slightly higher, the broader metrics suggest it's not safe to pr"
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,50.0,1,12.19,,,"The canary shows high variability, including extreme values and an upward trend over time, indicating instability."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,1,2.53,,,<= 60 words
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.56,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control, ind"
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.62,,,"The canary shows a significantly worse performance compared to the control. The mean duration has increased, and there is an upward trend in request durations over time with increasing variance."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_005,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_005,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,35.0,1,5.24,,,"Canary shows a substantial increase in tail latencies, indicating instability."
variance_increase_005,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.87,,,"Canary shows extreme variability, much worse tail latency compared to control."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,35.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,35.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_005,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,9.47,,,"The canary shows significantly higher variance and worse tail latency metrics compared to the control, indicating potential instability and performance degradation in edge cases."
variance_increase_005,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,6.0,,,"The canary shows higher variance and worse tail metrics (e.g., max, p90) than the control. While some values are lower, instability and a few high outliers indicate potential issues."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_005,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.06,,,"The canary shows higher variance and worse p95/p99/max compared to the control, indicating instability. This is concerning despite a similar median."
variance_increase_005,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.12,,,"Higher variance and p95 value suggest instability in the canary's performance, leading to a fail verdict."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_005,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.1,,,Canary shows increased latency and instability compared to control.
variance_increase_005,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.51,,,"Canary has significantly higher max value (0.28 vs 0.21) and wider spread, indicating instability."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_005,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,50.0,1,16.23,,,"The canary shows increased variance and worse upper percentiles compared to control, indicating potential instability and unreliability."
variance_increase_005,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,10.84,,,"The experiment shows much higher variability, including extreme values, indicating instability."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,1,2.43,,,AI judge plot/moondream-vlm
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.42,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control."
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_005,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.65,,,"The canary shows a significantly worse performance compared to the control, with much greater variability and longer response times. This indicates that the new version is not stable enough for produc"
variance_increase_005,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_005,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_006,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_006,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.23,,,"Canary shows a substantial increase in tail latencies, indicating instability."
variance_increase_006,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.86,,,"Canary shows extreme variability, much worse tail latency compared to control."
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_006,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,30.0,1,9.82,,,"The canary shows increased variability with a higher standard deviation and significantly worse tail metrics compared to the control. The maximum value is also substantially higher, indicating potenti"
variance_increase_006,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,6.12,,,"The canary shows increased variability in request durations with some extreme high values, indicating instability. Despite a lower median, the presence of outliers suggests potential performance issue"
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_006,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,4.95,,,"The canary shows higher variance and a worse p99 compared to the control, indicating instability. This is concerning despite the similar median."
variance_increase_006,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.12,,,"Higher variance and p95 value suggest instability in the canary's performance, leading to a fail verdict."
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_006,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,10.97,,,Canary shows significantly worse tail latency and higher variance compared to control.
variance_increase_006,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,5.13,,,"Canary shows significantly higher request durations with increased variance (std dev: control=0.014, canary=0.073) and a much higher max value (control=0.217, canary=0.3599)."
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_006,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,10.0,1,18.31,,,"The experiment shows much higher variability and tail metrics compared to control, indicating instability."
variance_increase_006,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,10.99,,,"The canary shows high variability with extreme values, indicating instability."
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_006,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,1,2.48,,,<= 60 words
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_006,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.43,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control."
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_006,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,8.13,,,"The canary shows a significantly worse performance compared to the control. The mean duration has decreased, but this is outweighed by an increase in spread/variance and worsening of the tail metrics "
variance_increase_006,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_006,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_007,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_007,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.25,,,"Canary shows severe tail latency degradation, exceeding control by 60%."
variance_increase_007,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,25.0,1,2.87,,,"Canary shows extreme variability, with many samples outside control range."
variance_increase_007,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
